"","monitoring_location_id","activity_media_name","activity_media_subdivision_name","activity_id","activity_start_date","activity_start_time","activity_end_date","activity_end_time","activity_latitude","activity_longitude","activity_source_map_scale","activity_type","activity_depth_height_measure","activity_depth_height_unit","activity_top_depth_height_measure","activity_top_depth_height_unit","activity_bottom_depth_height_measure","activity_bottom_depth_height_unit","activity_relative_depth_name","activity_comment","characteristic_name","result_analytical_method_id","result_analytical_method_context","method_speciation","result_value","result_unit","result_qualifier","result_weight_basis","statistical_base_code","result_sample_fraction","result_value_type","result_comment","sample_collection_method_id","equipment_id","result_detection_condition","result_detection_limit_type_1","result_detection_limit_value_1","result_detection_limit_unit_1","result_detection_limit_type_2","result_detection_limit_value_2","result_detection_limit_unit_2","laboratory_accreditation_indicator","laboratory_name","laboratory_sample_id","analysis_start_date","analysis_start_time","biological_intent","subject_taxonomic_name","thermal_preservative","sample_container_type","sample_container_color","chemical_preservative","resultFlag"
"499","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-Mo","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Molybdenum","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"500","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-Ni","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Nickel","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"501","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-P","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Phosphorus","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",200,"ug/L","Method Detection Level",100,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"502","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-K","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Potassium","200.8","USEPA",NA,810,"ug/L","=","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",500,"ug/L","Method Detection Level",250,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"503","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-Se","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Selenium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"504","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-Si","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Silicon","200.8","USEPA",NA,1490,"ug/L","=","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",1000,"ug/L","Method Detection Level",500,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"505","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-Ag","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Silver","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"506","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-Na","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Sodium","200.8","USEPA",NA,1310,"ug/L","=","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",500,"ug/L","Method Detection Level",250,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"507","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-Tl","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Thallium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"508","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-Sn","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Tin","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"509","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-Ti","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Titanium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",6.25,"ug/L","Method Detection Level",3.13,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"510","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-V","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Vanadium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",20,"ug/L","Method Detection Level",10,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"511","KR RM 23","Water","Surface Water","KR RM 23-2021-07-27-Zn","2021-07-27","10:43:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,10.4,"ug/L","=","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655036","2021-08-05","10:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"512","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Total Nitrate/Nitrite-N","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,NA,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1214655013","2021-08-02","12:14:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"513","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Total P","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,NA,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1214655013","2021-08-02","17:26:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"514","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Al","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Aluminum","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",20,"ug/L","Method Detection Level",10,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"515","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Sb","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Antimony","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"516","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-As","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"517","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Ba","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Barium","200.8","USEPA",NA,6.69,"ug/L","=","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",3,"ug/L","Method Detection Level",1.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"518","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Be","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Beryllium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.4,"ug/L","Method Detection Level",0.2,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"519","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Cd","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"520","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Ca","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium","200.8","USEPA",NA,11800,"ug/L","=","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",500,"ug/L","Method Detection Level",250,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"521","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Cr","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"522","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Co","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cobalt","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",4,"ug/L","Method Detection Level",2,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"523","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Cu","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"524","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Fe","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron","200.8","USEPA",NA,257,"ug/L","=","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",250,"ug/L","Method Detection Level",125,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"525","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Pb","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"526","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Mg","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium","200.8","USEPA",NA,3050,"ug/L","=","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",50,"ug/L","Method Detection Level",25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"527","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Mn","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Manganese","200.8","USEPA",NA,33.6,"ug/L","=","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"528","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Mo","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Molybdenum","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"529","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Ni","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Nickel","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",2,"ug/L","Method Detection Level",1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"530","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-P","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Phosphorus","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",200,"ug/L","Method Detection Level",100,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"531","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-K","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Potassium","200.8","USEPA",NA,688,"ug/L","=","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",500,"ug/L","Method Detection Level",250,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"532","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Se","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Selenium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"533","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Si","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Silicon","200.8","USEPA",NA,7830,"ug/L","=","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",1000,"ug/L","Method Detection Level",500,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"534","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Ag","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Silver","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"535","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Na","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Sodium","200.8","USEPA",NA,3270,"ug/L","=","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",500,"ug/L","Method Detection Level",250,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"536","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Tl","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Thallium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"537","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Sn","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Tin","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"538","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Ti","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Titanium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",6.25,"ug/L","Method Detection Level",3.13,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"539","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-V","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Vanadium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",20,"ug/L","Method Detection Level",10,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"540","KR RM 30 FR","Water","Surface Water","KR RM 30 FR-2021-07-27-Zn","2021-07-27","09:30:00",NA,NA,60.489963,"-150.86098200000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1214655037","2021-08-05","10:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"541","KR RM 31","Water","Surface Water","KR RM 31-2021-07-27-Total Nitrate/Nitrite-N","2021-07-27","10:50:00",NA,NA,60.498284,"-150.86312100000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,NA,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1214655014","2021-08-02","12:15:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"542","KR RM 31","Water","Surface Water","KR RM 31-2021-07-27-Total P","2021-07-27","10:50:00",NA,NA,60.498284,"-150.86312100000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,NA,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1214655014","2021-08-02","17:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"543","KR RM 31","Water","Surface Water","KR RM 31-2021-07-27-Total Nitrate/Nitrite-N-DUP","2021-07-27","10:50:00",NA,NA,60.498284,"-150.86312100000001",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,NA,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1214655015","2021-08-02","12:17:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"544","KR RM 31","Water","Surface Water","KR RM 31-2021-07-27-Total P-DUP","2021-07-27","10:50:00",NA,NA,60.498284,"-150.86312100000001",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,NA,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1214655015","2021-08-02","17:32:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
