"","monitoring_location_id","activity_media_name","activity_media_subdivision_name","activity_id","activity_start_date","activity_start_time","activity_end_date","activity_end_time","activity_latitude","activity_longitude","activity_source_map_scale","activity_type","activity_depth_height_measure","activity_depth_height_unit","activity_top_depth_height_measure","activity_top_depth_height_unit","activity_bottom_depth_height_measure","activity_bottom_depth_height_unit","activity_relative_depth_name","activity_comment","characteristic_name","result_analytical_method_id","result_analytical_method_context","method_speciation","result_value","result_unit","result_qualifier","result_weight_basis","statistical_base_code","result_sample_fraction","result_value_type","result_comment","sample_collection_method_id","equipment_id","result_detection_condition","result_detection_limit_type_1","result_detection_limit_value_1","result_detection_limit_unit_1","result_detection_limit_type_2","result_detection_limit_value_2","result_detection_limit_unit_2","laboratory_accreditation_indicator","laboratory_name","laboratory_sample_id","analysis_start_date","analysis_start_time","biological_intent","subject_taxonomic_name","thermal_preservative","sample_container_type","sample_container_color","chemical_preservative","resultFlag"
"42","KR RM 12.5","Water","Surface Water","KR RM 12.5-2021-05-11-Cd","2021-05-11","10:50:00",NA,NA,60.533743,"-151.09925799999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341044","2021-05-21","09:25:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"43","KR RM 12.5","Water","Surface Water","KR RM 12.5-2021-05-11-Cr","2021-05-11","10:50:00",NA,NA,60.533743,"-151.09925799999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341044","2021-05-21","09:25:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"44","KR RM 12.5","Water","Surface Water","KR RM 12.5-2021-05-11-Cu","2021-05-11","10:50:00",NA,NA,60.533743,"-151.09925799999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341044","2021-05-21","09:25:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"45","KR RM 12.5","Water","Surface Water","KR RM 12.5-2021-05-11-Pb","2021-05-11","10:50:00",NA,NA,60.533743,"-151.09925799999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341044","2021-05-21","09:25:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"46","KR RM 12.5","Water","Surface Water","KR RM 12.5-2021-05-11-Zn","2021-05-11","10:50:00",NA,NA,60.533743,"-151.09925799999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341044","2021-05-21","09:25:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"47","KR RM 12.5","Water","Surface Water","KR RM 12.5-2021-05-11-Total Nitrate/Nitrite-N","2021-05-11","10:50:00",NA,NA,60.533743,"-151.09925799999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.259,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341021","2021-05-15","13:58:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"48","KR RM 12.5","Water","Surface Water","KR RM 12.5-2021-05-11-Total P","2021-05-11","10:50:00",NA,NA,60.533743,"-151.09925799999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0195,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341021","2021-05-18","19:15:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"49","KR RM 18","Water","Surface Water","KR RM 18-2021-05-11-Total Nitrate/Nitrite-N","2021-05-11","11:25:00",NA,NA,60.502005,"-151.10697300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.319,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341022","2021-05-15","14:00:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"50","KR RM 18","Water","Surface Water","KR RM 18-2021-05-11-Total P","2021-05-11","11:25:00",NA,NA,60.502005,"-151.10697300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0178,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341022","2021-05-18","19:15:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"51","KR RM 18","Water","Surface Water","KR RM 18-2021-05-11-As","2021-05-11","11:25:00",NA,NA,60.502005,"-151.10697300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341046","2021-05-21","09:34:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"52","KR RM 18","Water","Surface Water","KR RM 18-2021-05-11-Cd","2021-05-11","11:25:00",NA,NA,60.502005,"-151.10697300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341046","2021-05-21","09:34:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"53","KR RM 18","Water","Surface Water","KR RM 18-2021-05-11-Cr","2021-05-11","11:25:00",NA,NA,60.502005,"-151.10697300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341046","2021-05-21","09:34:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"54","KR RM 18","Water","Surface Water","KR RM 18-2021-05-11-Cu","2021-05-11","11:25:00",NA,NA,60.502005,"-151.10697300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341046","2021-05-21","09:34:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"55","KR RM 18","Water","Surface Water","KR RM 18-2021-05-11-Pb","2021-05-11","11:25:00",NA,NA,60.502005,"-151.10697300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341046","2021-05-21","09:34:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"56","KR RM 18","Water","Surface Water","KR RM 18-2021-05-11-Zn","2021-05-11","11:25:00",NA,NA,60.502005,"-151.10697300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341046","2021-05-21","09:34:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"57","KR RM 19 SC","Water","Surface Water","KR RM 19 SC-2021-05-11-Total Nitrate/Nitrite-N","2021-05-11","12:05:00",NA,NA,60.482318,"-151.12705299999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.093,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341023","2021-05-15","14:02:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"58","KR RM 19 SC","Water","Surface Water","KR RM 19 SC-2021-05-11-Total P","2021-05-11","12:05:00",NA,NA,60.482318,"-151.12705299999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0286,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341023","2021-05-18","19:18:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"59","KR RM 19 SC","Water","Surface Water","KR RM 19 SC-2021-05-11-As","2021-05-11","12:09:00",NA,NA,60.482318,"-151.12705299999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341048","2021-05-21","09:37:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"60","KR RM 19 SC","Water","Surface Water","KR RM 19 SC-2021-05-11-Cd","2021-05-11","12:09:00",NA,NA,60.482318,"-151.12705299999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341048","2021-05-21","09:37:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"61","KR RM 19 SC","Water","Surface Water","KR RM 19 SC-2021-05-11-Cr","2021-05-11","12:09:00",NA,NA,60.482318,"-151.12705299999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341048","2021-05-21","09:37:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"62","KR RM 19 SC","Water","Surface Water","KR RM 19 SC-2021-05-11-Cu","2021-05-11","12:09:00",NA,NA,60.482318,"-151.12705299999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341048","2021-05-21","09:37:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"63","KR RM 19 SC","Water","Surface Water","KR RM 19 SC-2021-05-11-Pb","2021-05-11","12:09:00",NA,NA,60.482318,"-151.12705299999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341048","2021-05-21","09:37:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"64","KR RM 19 SC","Water","Surface Water","KR RM 19 SC-2021-05-11-Zn","2021-05-11","12:09:00",NA,NA,60.482318,"-151.12705299999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341048","2021-05-21","09:37:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"65","KR RM 21","Water","Surface Water","KR RM 21-2021-05-11-Total Nitrate/Nitrite-N","2021-05-11","12:05:00",NA,NA,60.476634,"-151.082099",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.328,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341024","2021-05-15","14:03:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"66","KR RM 21","Water","Surface Water","KR RM 21-2021-05-11-Total P","2021-05-11","12:05:00",NA,NA,60.476634,"-151.082099",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0472,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341024","2021-05-18","19:19:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"67","KR RM 21","Water","Surface Water","KR RM 21-2021-05-11-As","2021-05-11","10:02:00",NA,NA,60.476634,"-151.082099",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341050","2021-05-21","09:40:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"68","KR RM 21","Water","Surface Water","KR RM 21-2021-05-11-Cd","2021-05-11","10:02:00",NA,NA,60.476634,"-151.082099",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341050","2021-05-21","09:40:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"69","KR RM 21","Water","Surface Water","KR RM 21-2021-05-11-Cr","2021-05-11","10:02:00",NA,NA,60.476634,"-151.082099",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341050","2021-05-21","09:40:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"70","KR RM 21","Water","Surface Water","KR RM 21-2021-05-11-Cu","2021-05-11","10:02:00",NA,NA,60.476634,"-151.082099",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,0.599,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341050","2021-05-21","09:40:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"71","KR RM 21","Water","Surface Water","KR RM 21-2021-05-11-Pb","2021-05-11","10:02:00",NA,NA,60.476634,"-151.082099",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341050","2021-05-21","09:40:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"72","KR RM 21","Water","Surface Water","KR RM 21-2021-05-11-Zn","2021-05-11","10:02:00",NA,NA,60.476634,"-151.082099",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341050","2021-05-21","09:40:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"73","KR RM 22 SOC","Water","Surface Water","KR RM 22 SOC-2021-05-11-Total Nitrate/Nitrite-N","2021-05-11","11:34:00",NA,NA,60.483364,"-151.05765600000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,NA,"mg/L","U","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341005","2021-05-15","13:16:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"74","KR RM 22 SOC","Water","Surface Water","KR RM 22 SOC-2021-05-11-Total P","2021-05-11","11:34:00",NA,NA,60.483364,"-151.05765600000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0804,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341005","2021-05-18","18:51:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"75","KR RM 22 SOC","Water","Surface Water","KR RM 22 SOC-2021-05-11-As","2021-05-11","11:33:00",NA,NA,60.483364,"-151.05765600000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,4.86,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341025","2021-05-21","07:21:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"76","KR RM 22 SOC","Water","Surface Water","KR RM 22 SOC-2021-05-11-Cd","2021-05-11","11:33:00",NA,NA,60.483364,"-151.05765600000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341025","2021-05-21","07:21:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"77","KR RM 22 SOC","Water","Surface Water","KR RM 22 SOC-2021-05-11-Cr","2021-05-11","11:33:00",NA,NA,60.483364,"-151.05765600000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341025","2021-05-21","07:21:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"78","KR RM 22 SOC","Water","Surface Water","KR RM 22 SOC-2021-05-11-Cu","2021-05-11","11:33:00",NA,NA,60.483364,"-151.05765600000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341025","2021-05-21","07:21:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"79","KR RM 22 SOC","Water","Surface Water","KR RM 22 SOC-2021-05-11-Pb","2021-05-11","11:33:00",NA,NA,60.483364,"-151.05765600000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341025","2021-05-21","07:21:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"80","KR RM 22 SOC","Water","Surface Water","KR RM 22 SOC-2021-05-11-Zn","2021-05-11","11:33:00",NA,NA,60.483364,"-151.05765600000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341025","2021-05-21","07:21:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"81","KR RM 23","Water","Surface Water","KR RM 23-2021-05-11-Total Nitrate/Nitrite-N","2021-05-11","11:06:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.239,"mg/L","=","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341006","2021-05-15","13:18:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"82","KR RM 23","Water","Surface Water","KR RM 23-2021-05-11-Total P","2021-05-11","11:06:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0163,"mg/L","J","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341006","2021-05-18","18:52:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4",NA
"83","KR RM 23","Water","Surface Water","KR RM 23-2021-05-11-As","2021-05-11","11:05:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341027","2021-05-21","07:33:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"84","KR RM 23","Water","Surface Water","KR RM 23-2021-05-11-Cd","2021-05-11","11:05:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341027","2021-05-21","07:33:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"85","KR RM 23","Water","Surface Water","KR RM 23-2021-05-11-Cr","2021-05-11","11:05:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341027","2021-05-21","07:33:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"86","KR RM 23","Water","Surface Water","KR RM 23-2021-05-11-Cu","2021-05-11","11:05:00",NA,NA,60.480338,"-151.03084699999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,0.398,"ug/L","J","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341027","2021-05-21","07:33:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
